word,kind,notes
peeledest,forbidden,don't overgenerate inflected forms
peeledder,forbidden,don't overgenerate inflected forms
peeleddest,forbidden,don't overgenerate inflected forms
pierceder,forbidden,don't overgenerate inflected forms
piercedest,forbidden,don't overgenerate inflected forms
piercedder,forbidden,don't overgenerate inflected forms
pierceddest,forbidden,don't overgenerate inflected forms
pincheder,forbidden,don't overgenerate inflected forms
pinchedest,forbidden,don't overgenerate inflected forms
pinchedder,forbidden,don't overgenerate inflected forms
pincheddest,forbidden,don't overgenerate inflected forms
pisseder,forbidden,don't overgenerate inflected forms
pissedest,forbidden,don't overgenerate inflected forms
pissedder,forbidden,don't overgenerate inflected forms
pisseddest,forbidden,don't overgenerate inflected forms
pitcheder,forbidden,don't overgenerate inflected forms
pitchedest,forbidden,don't overgenerate inflected forms
pitchedder,forbidden,don't overgenerate inflected forms
pitcheddest,forbidden,don't overgenerate inflected forms
placeder,forbidden,don't overgenerate inflected forms
placedest,forbidden,don't overgenerate inflected forms
placedder,forbidden,don't overgenerate inflected forms
placeddest,forbidden,don't overgenerate inflected forms
plainner,forbidden,don't overgenerate inflected forms
plainnest,forbidden,don't overgenerate inflected forms
planneder,forbidden,don't overgenerate inflected forms
plannedest,forbidden,don't overgenerate inflected forms
plannedder,forbidden,don't overgenerate inflected forms
planneddest,forbidden,don't overgenerate inflected forms
playeder,forbidden,don't overgenerate inflected forms
playedest,forbidden,don't overgenerate inflected forms
playedder,forbidden,don't overgenerate inflected forms
playeddest,forbidden,don't overgenerate inflected forms
pledgeder,forbidden,don't overgenerate inflected forms
pledgedest,forbidden,don't overgenerate inflected forms
pledgedder,forbidden,don't overgenerate inflected forms
pledgeddest,forbidden,don't overgenerate inflected forms
pluckeder,forbidden,don't overgenerate inflected forms
pluckedest,forbidden,don't overgenerate inflected forms
pluckedder,forbidden,don't overgenerate inflected forms
pluckeddest,forbidden,don't overgenerate inflected forms
pluggeder,forbidden,don't overgenerate inflected forms
pluggedest,forbidden,don't overgenerate inflected forms
pluggedder,forbidden,don't overgenerate inflected forms
pluggeddest,forbidden,don't overgenerate inflected forms
poseder,forbidden,don't overgenerate inflected forms
posedest,forbidden,don't overgenerate inflected forms
posedder,forbidden,don't overgenerate inflected forms
poseddest,forbidden,don't overgenerate inflected forms
proveder,forbidden,don't overgenerate inflected forms
provedest,forbidden,don't overgenerate inflected forms
provedder,forbidden,don't overgenerate inflected forms
proveddest,forbidden,don't overgenerate inflected forms
quaintter,forbidden,don't overgenerate inflected forms
quainttest,forbidden,don't overgenerate inflected forms
raiseder,forbidden,don't overgenerate inflected forms
raisedest,forbidden,don't overgenerate inflected forms
raisedder,forbidden,don't overgenerate inflected forms
raiseddest,forbidden,don't overgenerate inflected forms
rapeder,forbidden,don't overgenerate inflected forms
rapedest,forbidden,don't overgenerate inflected forms
rapedder,forbidden,don't overgenerate inflected forms
rapeddest,forbidden,don't overgenerate inflected forms
riggeder,forbidden,don't overgenerate inflected forms
riggedest,forbidden,don't overgenerate inflected forms
riggedder,forbidden,don't overgenerate inflected forms
riggeddest,forbidden,don't overgenerate inflected forms
rippeder,forbidden,don't overgenerate inflected forms
rippedest,forbidden,don't overgenerate inflected forms
rippedder,forbidden,don't overgenerate inflected forms
rippeddest,forbidden,don't overgenerate inflected forms
rolleder,forbidden,don't overgenerate inflected forms
rolledest,forbidden,don't overgenerate inflected forms
rolledder,forbidden,don't overgenerate inflected forms
rolleddest,forbidden,don't overgenerate inflected forms
ruleder,forbidden,don't overgenerate inflected forms
ruledest,forbidden,don't overgenerate inflected forms
ruledder,forbidden,don't overgenerate inflected forms
ruleddest,forbidden,don't overgenerate inflected forms
sackeder,forbidden,don't overgenerate inflected forms
sackedest,forbidden,don't overgenerate inflected forms
sackedder,forbidden,don't overgenerate inflected forms
sackeddest,forbidden,don't overgenerate inflected forms
saveder,forbidden,don't overgenerate inflected forms
savedest,forbidden,don't overgenerate inflected forms
savedder,forbidden,don't overgenerate inflected forms
saveddest,forbidden,don't overgenerate inflected forms
scaredder,forbidden,don't overgenerate inflected forms
scareddest,forbidden,don't overgenerate inflected forms
scarreder,forbidden,don't overgenerate inflected forms
scarredest,forbidden,don't overgenerate inflected forms
scarredder,forbidden,don't overgenerate inflected forms
scarreddest,forbidden,don't overgenerate inflected forms
scruber,forbidden,don't overgenerate inflected forms
scrubest,forbidden,don't overgenerate inflected forms
scrubbest,forbidden,don't overgenerate inflected forms
scrubbeder,forbidden,don't overgenerate inflected forms
scrubbedest,forbidden,don't overgenerate inflected forms
scrubbedder,forbidden,don't overgenerate inflected forms
scrubbeddest,forbidden,don't overgenerate inflected forms
sealeder,forbidden,don't overgenerate inflected forms
sealedest,forbidden,don't overgenerate inflected forms
sealedder,forbidden,don't overgenerate inflected forms
sealeddest,forbidden,don't overgenerate inflected forms
senseder,forbidden,don't overgenerate inflected forms
sensedest,forbidden,don't overgenerate inflected forms
sensedder,forbidden,don't overgenerate inflected forms
senseddest,forbidden,don't overgenerate inflected forms
shameder,forbidden,don't overgenerate inflected forms
shamedest,forbidden,don't overgenerate inflected forms
shamedder,forbidden,don't overgenerate inflected forms
shameddest,forbidden,don't overgenerate inflected forms
shapeder,forbidden,don't overgenerate inflected forms
shapedest,forbidden,don't overgenerate inflected forms
shapedder,forbidden,don't overgenerate inflected forms
shapeddest,forbidden,don't overgenerate inflected forms
shareder,forbidden,don't overgenerate inflected forms
sharedest,forbidden,don't overgenerate inflected forms
sharedder,forbidden,don't overgenerate inflected forms
shareddest,forbidden,don't overgenerate inflected forms
shaveder,forbidden,don't overgenerate inflected forms
shavedest,forbidden,don't overgenerate inflected forms
shavedder,forbidden,don't overgenerate inflected forms
shaveddest,forbidden,don't overgenerate inflected forms
shockeder,forbidden,don't overgenerate inflected forms
shockedest,forbidden,don't overgenerate inflected forms
shockedder,forbidden,don't overgenerate inflected forms
shockeddest,forbidden,don't overgenerate inflected forms
skinneder,forbidden,don't overgenerate inflected forms
skinnedest,forbidden,don't overgenerate inflected forms
skinnedder,forbidden,don't overgenerate inflected forms
skinneddest,forbidden,don't overgenerate inflected forms
slasheder,forbidden,don't overgenerate inflected forms
slashedest,forbidden,don't overgenerate inflected forms
slashedder,forbidden,don't overgenerate inflected forms
slasheddest,forbidden,don't overgenerate inflected forms
sliceder,forbidden,don't overgenerate inflected forms
slicedest,forbidden,don't overgenerate inflected forms
slicedder,forbidden,don't overgenerate inflected forms
sliceddest,forbidden,don't overgenerate inflected forms
smasheder,forbidden,don't overgenerate inflected forms
smashedest,forbidden,don't overgenerate inflected forms
smashedder,forbidden,don't overgenerate inflected forms
smasheddest,forbidden,don't overgenerate inflected forms
soakeder,forbidden,don't overgenerate inflected forms
soakedest,forbidden,don't overgenerate inflected forms
soakedder,forbidden,don't overgenerate inflected forms
soakeddest,forbidden,don't overgenerate inflected forms
solveder,forbidden,don't overgenerate inflected forms
solvedest,forbidden,don't overgenerate inflected forms
solvedder,forbidden,don't overgenerate inflected forms
solveddest,forbidden,don't overgenerate inflected forms
soughter,forbidden,don't overgenerate inflected forms
soughtest,forbidden,don't overgenerate inflected forms
soughtter,forbidden,don't overgenerate inflected forms
soughttest,forbidden,don't overgenerate inflected forms
spaceder,forbidden,don't overgenerate inflected forms
spacedest,forbidden,don't overgenerate inflected forms
spacedder,forbidden,don't overgenerate inflected forms
spaceddest,forbidden,don't overgenerate inflected forms
spenter,forbidden,don't overgenerate inflected forms
spentest,forbidden,don't overgenerate inflected forms
spentter,forbidden,don't overgenerate inflected forms
spenttest,forbidden,don't overgenerate inflected forms
spliter,forbidden,don't overgenerate inflected forms
splitest,forbidden,don't overgenerate inflected forms
splittest,forbidden,don't overgenerate inflected forms
spoileder,forbidden,don't overgenerate inflected forms
spoiledest,forbidden,don't overgenerate inflected forms
spoiledder,forbidden,don't overgenerate inflected forms
spoileddest,forbidden,don't overgenerate inflected forms
squater,forbidden,don't overgenerate inflected forms
squatest,forbidden,don't overgenerate inflected forms
stackeder,forbidden,don't overgenerate inflected forms
stackedest,forbidden,don't overgenerate inflected forms
stackedder,forbidden,don't overgenerate inflected forms
stackeddest,forbidden,don't overgenerate inflected forms
stageder,forbidden,don't overgenerate inflected forms
stagedest,forbidden,don't overgenerate inflected forms
stagedder,forbidden,don't overgenerate inflected forms
stageddest,forbidden,don't overgenerate inflected forms
staineder,forbidden,don't overgenerate inflected forms
stainedest,forbidden,don't overgenerate inflected forms
stainedder,forbidden,don't overgenerate inflected forms
staineddest,forbidden,don't overgenerate inflected forms
stalkeder,forbidden,don't overgenerate inflected forms
stalkedest,forbidden,don't overgenerate inflected forms
stalkedder,forbidden,don't overgenerate inflected forms
stalkeddest,forbidden,don't overgenerate inflected forms
starkker,forbidden,don't overgenerate inflected forms
starkkest,forbidden,don't overgenerate inflected forms
starveder,forbidden,don't overgenerate inflected forms
starvedest,forbidden,don't overgenerate inflected forms
starvedder,forbidden,don't overgenerate inflected forms
starveddest,forbidden,don't overgenerate inflected forms
stilller,forbidden,don't overgenerate inflected forms
stilllest,forbidden,don't overgenerate inflected forms
stirreder,forbidden,don't overgenerate inflected forms
stirredest,forbidden,don't overgenerate inflected forms
stirredder,forbidden,don't overgenerate inflected forms
stirreddest,forbidden,don't overgenerate inflected forms
stockeder,forbidden,don't overgenerate inflected forms
stockedest,forbidden,don't overgenerate inflected forms
stockedder,forbidden,don't overgenerate inflected forms
stockeddest,forbidden,don't overgenerate inflected forms
stoppeder,forbidden,don't overgenerate inflected forms
stoppedest,forbidden,don't overgenerate inflected forms
stoppedder,forbidden,don't overgenerate inflected forms
stoppeddest,forbidden,don't overgenerate inflected forms
straineder,forbidden,don't overgenerate inflected forms
strainedest,forbidden,don't overgenerate inflected forms
strainedder,forbidden,don't overgenerate inflected forms
straineddest,forbidden,don't overgenerate inflected forms
straiest,forbidden,don't overgenerate inflected forms
stretcheder,forbidden,don't overgenerate inflected forms
stretchedest,forbidden,don't overgenerate inflected forms
stretchedder,forbidden,don't overgenerate inflected forms
stretcheddest,forbidden,don't overgenerate inflected forms
stripeder,forbidden,don't overgenerate inflected forms
stripedest,forbidden,don't overgenerate inflected forms
stripedder,forbidden,don't overgenerate inflected forms
stripeddest,forbidden,don't overgenerate inflected forms
strippeder,forbidden,don't overgenerate inflected forms
strippedest,forbidden,don't overgenerate inflected forms
strippedder,forbidden,don't overgenerate inflected forms
strippeddest,forbidden,don't overgenerate inflected forms
strucker,forbidden,don't overgenerate inflected forms
struckest,forbidden,don't overgenerate inflected forms
strunger,forbidden,don't overgenerate inflected forms
strungest,forbidden,don't overgenerate inflected forms
strungger,forbidden,don't overgenerate inflected forms
strunggest,forbidden,don't overgenerate inflected forms
stuckest,forbidden,don't overgenerate inflected forms
stuffeder,forbidden,don't overgenerate inflected forms
stuffedest,forbidden,don't overgenerate inflected forms
stuffedder,forbidden,don't overgenerate inflected forms
stuffeddest,forbidden,don't overgenerate inflected forms
stunger,forbidden,don't overgenerate inflected forms
stungest,forbidden,don't overgenerate inflected forms
stungger,forbidden,don't overgenerate inflected forms
stunggest,forbidden,don't overgenerate inflected forms
stunneder,forbidden,don't overgenerate inflected forms
stunnedest,forbidden,don't overgenerate inflected forms
stunnedder,forbidden,don't overgenerate inflected forms
stunneddest,forbidden,don't overgenerate inflected forms
swepter,forbidden,don't overgenerate inflected forms
sweptest,forbidden,don't overgenerate inflected forms
sweptter,forbidden,don't overgenerate inflected forms
swepttest,forbidden,don't overgenerate inflected forms
taggeder,forbidden,don't overgenerate inflected forms
taggedest,forbidden,don't overgenerate inflected forms
taggedder,forbidden,don't overgenerate inflected forms
taggeddest,forbidden,don't overgenerate inflected forms
taileder,forbidden,don't overgenerate inflected forms
tailedest,forbidden,don't overgenerate inflected forms
tailedder,forbidden,don't overgenerate inflected forms
taileddest,forbidden,don't overgenerate inflected forms
tappeder,forbidden,don't overgenerate inflected forms
tappedest,forbidden,don't overgenerate inflected forms
tappedder,forbidden,don't overgenerate inflected forms
tappeddest,forbidden,don't overgenerate inflected forms
teaseder,forbidden,don't overgenerate inflected forms
teasedest,forbidden,don't overgenerate inflected forms
teasedder,forbidden,don't overgenerate inflected forms
teaseddest,forbidden,don't overgenerate inflected forms
temporarier,forbidden,don't overgenerate inflected forms
temporariest,forbidden,don't overgenerate inflected forms
thrownest,forbidden,don't overgenerate inflected forms
thrownnest,forbidden,don't overgenerate inflected forms
tippeder,forbidden,don't overgenerate inflected forms
tippedest,forbidden,don't overgenerate inflected forms
tippedder,forbidden,don't overgenerate inflected forms
tippeddest,forbidden,don't overgenerate inflected forms
toppeder,forbidden,don't overgenerate inflected forms
toppedest,forbidden,don't overgenerate inflected forms
toppedder,forbidden,don't overgenerate inflected forms
toppeddest,forbidden,don't overgenerate inflected forms
toucheder,forbidden,don't overgenerate inflected forms
touchedest,forbidden,don't overgenerate inflected forms
touchedder,forbidden,don't overgenerate inflected forms
toucheddest,forbidden,don't overgenerate inflected forms
trackeder,forbidden,don't overgenerate inflected forms
trackedest,forbidden,don't overgenerate inflected forms
trackedder,forbidden,don't overgenerate inflected forms
trackeddest,forbidden,don't overgenerate inflected forms
traineder,forbidden,don't overgenerate inflected forms
trainedest,forbidden,don't overgenerate inflected forms
trainedder,forbidden,don't overgenerate inflected forms
traineddest,forbidden,don't overgenerate inflected forms
trappeder,forbidden,don't overgenerate inflected forms
trappedest,forbidden,don't overgenerate inflected forms
trappedder,forbidden,don't overgenerate inflected forms
trappeddest,forbidden,don't overgenerate inflected forms
trieder,forbidden,don't overgenerate inflected forms
triedest,forbidden,don't overgenerate inflected forms
triedder,forbidden,don't overgenerate inflected forms
trieddest,forbidden,don't overgenerate inflected forms
trimmeder,forbidden,don't overgenerate inflected forms
trimmedest,forbidden,don't overgenerate inflected forms
trimmedder,forbidden,don't overgenerate inflected forms
trimmeddest,forbidden,don't overgenerate inflected forms
tuckeder,forbidden,don't overgenerate inflected forms
tuckedest,forbidden,don't overgenerate inflected forms
tuckedder,forbidden,don't overgenerate inflected forms
tuckeddest,forbidden,don't overgenerate inflected forms
turneder,forbidden,don't overgenerate inflected forms
turnedest,forbidden,don't overgenerate inflected forms
turnedder,forbidden,don't overgenerate inflected forms
turneddest,forbidden,don't overgenerate inflected forms
unnecessarier,forbidden,don't overgenerate inflected forms
unnecessariest,forbidden,don't overgenerate inflected forms
voluntarier,forbidden,don't overgenerate inflected forms
voluntariest,forbidden,don't overgenerate inflected forms
warmeder,forbidden,don't overgenerate inflected forms
warmedest,forbidden,don't overgenerate inflected forms
warmedder,forbidden,don't overgenerate inflected forms
warmeddest,forbidden,don't overgenerate inflected forms
warpeder,forbidden,don't overgenerate inflected forms
warpedest,forbidden,don't overgenerate inflected forms
warpedder,forbidden,don't overgenerate inflected forms
warpeddest,forbidden,don't overgenerate inflected forms
washeder,forbidden,don't overgenerate inflected forms
washedest,forbidden,don't overgenerate inflected forms
washedder,forbidden,don't overgenerate inflected forms
washeddest,forbidden,don't overgenerate inflected forms
wastest,forbidden,don't overgenerate inflected forms
weirddest,forbidden,don't overgenerate inflected forms
wetest,forbidden,don't overgenerate inflected forms
wrappeder,forbidden,don't overgenerate inflected forms
wrappedest,forbidden,don't overgenerate inflected forms
wrappedder,forbidden,don't overgenerate inflected forms
wrappeddest,forbidden,don't overgenerate inflected forms
wreckeder,forbidden,don't overgenerate inflected forms
wreckedest,forbidden,don't overgenerate inflected forms
wreckedder,forbidden,don't overgenerate inflected forms
wreckeddest,forbidden,don't overgenerate inflected forms
wrongger,forbidden,don't overgenerate inflected forms
fish,common,don't overgenerate inflected forms
fishy,common,don't overgenerate inflected forms
fisher,common,don't overgenerate inflected forms
fishier,common,don't overgenerate inflected forms
fishery,common,don't overgenerate inflected forms
fisheries,common,don't overgenerate inflected forms
fisheriessed,forbidden,don't overgenerate inflected forms
fisheriess,forbidden,don't overgenerate inflected forms
fisheriesed,forbidden,don't overgenerate inflected forms
creaming,common,don't overgenerate inflected forms
creme,common,don't overgenerate inflected forms
creming,forbidden,don't overgenerate inflected forms
combe,rare,random sample
reticulum,rare_ish,random sample
anises,rare_ish,random sample
pantywaist,rare_ish,random sample
caches,common,random sample
thingier,forbidden,random sample
slobberer,rare_ish,random sample
glid,rare,random sample
tings,rare_ish,random sample
vocaloid,common_ish,random sample
vocaloids,common_ish,random sample
nuclei,common_ish,random sample
magneto,uncommon,random sample
magnetos,uncommon,random sample
plum,common,rhyme spec regressions
doom,common,rhyme spec regressions
tomb,common,rhyme spec regressions
entomb,common,rhyme spec regressions
michael,common,rhyme spec regressions
cycle,common,rhyme spec regressions
cajun,common,rhyme spec regressions
contagion,common,rhyme spec regressions
end,common,rhyme spec regressions
append,common,rhyme spec regressions
lad,common,rhyme spec regressions
linen,common,rhyme spec regressions
makin',common,rhyme spec regressions
failin',common,rhyme spec regressions
wailin',common,rhyme spec regressions
bacon,common,rhyme spec regressions
muffin,common,rhyme spec regressions
italian,common,rhyme spec regressions
scallion,common,rhyme spec regressions
stallion,common,rhyme spec regressions
fez,common,rhyme spec regressions
cider,common,rhyme spec regressions
chicked,forbidden,rhyme spec regressions
lei,common_ish,rhyme spec regressions
f'd,common_ish,rhyme spec regressions
okeydokey,forbidden,rhyme spec regressions
nyet,rare_ish,rhyme spec regressions
heinz,common_ish,rhyme spec regressions
mitten,common,rhyme spec regressions
biddy,common,rhyme spec regressions
titty,common,rhyme spec regressions
pita,common,rhyme spec regressions
farted,common,rhyme spec regressions
huffin',common,rhyme spec regressions
puffin',common,rhyme spec regressions
sobbin',common,rhyme spec regressions
bobbin',common,rhyme spec regressions
jonah,common,similar_rhymes spec regressions | spec/similar_rhymes_spec.rb set_related: 'pirate' -> 'fursona' / 'jonah'
orchestration,common,similar_rhymes spec regressions | spec/similar_rhymes_spec.rb set_related: 'music' -> 'orchestration' / 'vibration'
arpeggio,common,similar_rhymes spec regressions | spec/similar_rhymes_spec.rb set_related: 'music' -> 'show' / 'arpeggio'
glissando,common,similar_rhymes spec regressions | spec/similar_rhymes_spec.rb set_related: 'music' -> 'glissando' / 'ritardando'
ritardando,common,similar_rhymes spec regressions | spec/similar_rhymes_spec.rb set_related: 'music' -> 'glissando' / 'ritardando'
hemiola,common,similar_rhymes spec regressions | spec/similar_rhymes_spec.rb set_related: 'music' -> 'viola' / 'hemiola'
hiss,common,similar_rhymes spec regressions | spec/similar_rhymes_spec.rb set_related: 'cat' -> 'hiss' / 'piss'
turbidity,common,similar_rhymes spec regressions | spec/similar_rhymes_spec.rb set_related: 'water' -> 'humidity' / 'turbidity'
mixing,common,random sample
mixxing,forbidden,random sample
remixing,common,random sample
remixxing,forbidden,random sample
abbasi,forbidden,random sample of preferred common lemmas with rhymes
ahhed,forbidden,random sample of preferred common lemmas with rhymes
anglia,forbidden,random sample of preferred common lemmas with rhymes
ans,forbidden,random sample of preferred common lemmas with rhymes
anther,forbidden,random sample of preferred common lemmas with rhymes
aright,forbidden,random sample of preferred common lemmas with rhymes
batavia,forbidden,random sample of preferred common lemmas with rhymes
beinning,forbidden,random sample of preferred common lemmas with rhymes
bom,forbidden,random sample of preferred common lemmas with rhymes
bons,forbidden,random sample of preferred common lemmas with rhymes
brant,forbidden,random sample of preferred common lemmas with rhymes
breadline,forbidden,random sample of preferred common lemmas with rhymes
cabot,forbidden,random sample of preferred common lemmas with rhymes
carlin,forbidden,random sample of preferred common lemmas with rhymes
carling,forbidden,random sample of preferred common lemmas with rhymes
ceasefired,forbidden,random sample of preferred common lemmas with rhymes
chering,forbidden,random sample of preferred common lemmas with rhymes
cohosh,forbidden,random sample of preferred common lemmas with rhymes
coldered,forbidden,random sample of preferred common lemmas with rhymes
collinned,forbidden,random sample of preferred common lemmas with rhymes
conus,forbidden,random sample of preferred common lemmas with rhymes
dannied,forbidden,random sample of preferred common lemmas with rhymes
davys,forbidden,random sample of preferred common lemmas with rhymes
dele,forbidden,random sample of preferred common lemmas with rhymes
durst,forbidden,random sample of preferred common lemmas with rhymes
ehher,forbidden,random sample of preferred common lemmas with rhymes
fabered,forbidden,random sample of preferred common lemmas with rhymes
gened,forbidden,random sample of preferred common lemmas with rhymes
gening,forbidden,random sample of preferred common lemmas with rhymes
genned,forbidden,random sample of preferred common lemmas with rhymes
genning,forbidden,random sample of preferred common lemmas with rhymes
gens,forbidden,random sample of preferred common lemmas with rhymes
grammier,forbidden,random sample of preferred common lemmas with rhymes
hee,forbidden,random sample of preferred common lemmas with rhymes
hees,forbidden,random sample of preferred common lemmas with rhymes
hehed,forbidden,random sample of preferred common lemmas with rhymes
hehing,forbidden,random sample of preferred common lemmas with rhymes
hehs,forbidden,random sample of preferred common lemmas with rhymes
hilal,forbidden,random sample of preferred common lemmas with rhymes
hisself,forbidden,random sample of preferred common lemmas with rhymes
hor,forbidden,random sample of preferred common lemmas with rhymes
hyding,forbidden,random sample of preferred common lemmas with rhymes
ing,forbidden,random sample of preferred common lemmas with rhymes
kant,forbidden,random sample of preferred common lemmas with rhymes
kidd,forbidden,random sample of preferred common lemmas with rhymes
lakh,forbidden,random sample of preferred common lemmas with rhymes
lawton,forbidden,random sample of preferred common lemmas with rhymes
leicester,forbidden,random sample of preferred common lemmas with rhymes
localitiessing,forbidden,random sample of preferred common lemmas with rhymes
loyaltiessing,forbidden,random sample of preferred common lemmas with rhymes
mem,forbidden,random sample of preferred common lemmas with rhymes
modena,forbidden,random sample of preferred common lemmas with rhymes
mong,forbidden,random sample of preferred common lemmas with rhymes
mott,forbidden,random sample of preferred common lemmas with rhymes
oaksed,forbidden,random sample of preferred common lemmas with rhymes
oe,forbidden,random sample of preferred common lemmas with rhymes
ozzie,forbidden,random sample of preferred common lemmas with rhymes
paregoric,forbidden,random sample of preferred common lemmas with rhymes
pellagra,forbidden,random sample of preferred common lemmas with rhymes
prixxed,forbidden,random sample of preferred common lemmas with rhymes
probabilitiessing,forbidden,random sample of preferred common lemmas with rhymes
pseudomona,forbidden,random sample of preferred common lemmas with rhymes
pseudomonas,forbidden,random sample of preferred common lemmas with rhymes
pukka,forbidden,random sample of preferred common lemmas with rhymes
raison,forbidden,random sample of preferred common lemmas with rhymes
randalling,forbidden,random sample of preferred common lemmas with rhymes
sanser,forbidden,random sample of preferred common lemmas with rhymes
sanses,forbidden,random sample of preferred common lemmas with rhymes
sansing,forbidden,random sample of preferred common lemmas with rhymes
sare,forbidden,random sample of preferred common lemmas with rhymes
sault,forbidden,random sample of preferred common lemmas with rhymes
scrod,forbidden,random sample of preferred common lemmas with rhymes
shepard,forbidden,random sample of preferred common lemmas with rhymes
shi,forbidden,random sample of preferred common lemmas with rhymes
sloane,forbidden,random sample of preferred common lemmas with rhymes
soubrette,forbidden,random sample of preferred common lemmas with rhymes
srebrenica,forbidden,random sample of preferred common lemmas with rhymes
strom,forbidden,random sample of preferred common lemmas with rhymes
utilitiessed,forbidden,random sample of preferred common lemmas with rhymes
voned,forbidden,random sample of preferred common lemmas with rhymes
yumer,forbidden,random sample of preferred common lemmas with rhymes
yumest,forbidden,random sample of preferred common lemmas with rhymes
username,uncommon,spot check
usernames,uncommon,spot check
usernamed,forbidden,spot check
usernaming,forbidden,spot check
usernameing,forbidden,spot check
usernamesing,forbidden,spot check
usernamessing,forbidden,spot check
usernamessed,forbidden,spot check
asiagos,rare_ish,spot check
loanses,forbidden,spot check
microloanses,forbidden,spot check
rugratss,forbidden,spot check
tabataes,forbidden,spot check
geoengineeringss,forbidden,spot check
haass,forbidden,spot check
haas,forbidden_ish,spot check
csss,forbidden,spot check
css,forbidden_ish,spot check
wy,forbidden,spot check
wys,forbidden,spot check
wyss,forbidden,spot check
technoss,forbidden,spot check
du,forbidden,spot check
pe,forbidden,spot check
remdesivir,rare,spot check
bim,forbidden,spot check
scientologistes,forbidden,spot check
gettered,forbidden,spot check
bravados,forbidden,spot check
bravadoes,forbidden,spot check
gollies,forbidden,spot check
gollied,forbidden,spot check
pollied,forbidden,spot check
polyed,forbidden,spot check
polyes,forbidden,spot check
polys,forbidden,spot check
finnaed,forbidden,spot check
ferriss,forbidden,spot check
taserred,forbidden,spot check
taserring,forbidden,spot check
hocused,forbidden,spot check
hocussed,forbidden,spot check
rizzes,forbidden_ish,spot check
rizzed,forbidden_ish,spot check
rizzing,forbidden_ish,spot check
ors,forbidden,spot check
bos,forbidden,spot check
os,forbidden,spot check
poss,forbidden,spot check
hoss,forbidden_ish,spot check
fics,forbidden_ish,spot check
ain,forbidden_ish,spot check
fung,forbidden,spot check
fungi,common,spot check
fungus,common,spot check
teddys,forbidden,spot check
ossa,forbidden,spot check
dyce,forbidden,spot check
hice,forbidden,spot check
lisle,forbidden,spot check
feal,rare,spot check
axford,forbidden,spot check
handsome,common,pirate
mutineer,common,pirate
tor,common_ish,pirate
eau,rare,water
absquatulate,rare,spot check
accoutre,forbidden,spot check
accoutrement,common,spot check
inotropic,rare,spot check
heparinized,rare,spot check
chesterfield,rare,spot check
galactosidase,rare,spot check
flashforward,rare,spot check
domperidone,rare_ish,spot check
horselaugh,rare,spot check
glaucus,rare,spot check
levin,rare,spot check
sepoy,rare,spot check
sepoys,rare,spot check
musicale,forbidden,spot check
nutraceutical,rare,spot check
overspray,rare_ish,spot check
piperidine,rare,spot check
popliteal,rare,spot check
regarde,forbidden,spot check
sweetpotato,forbidden,spot check
apprises,common,embarkations sweep
asceticisms,forbidden,embarkations sweep
breadbaskets,common,embarkations sweep
claptraps,uncommon,embarkations sweep
congenialities,common_ish,embarkations sweep
cosigns,common,embarkations sweep
cremed,uncommon,embarkations sweep
crustiest,common,embarkations sweep
debugs,common,embarkations sweep
deliverings,uncommon,embarkations sweep
denouements,common_ish,embarkations sweep
diffed,common_ish,embarkations sweep
distinctivenesses,rare_ish,embarkations sweep
dronings,common_ish,embarkations sweep
eroticas,rare_ish,embarkations sweep
fadest,forbidden,embarkations sweep
fleshiest,common_ish,embarkations sweep
flushest,uncommon,embarkations sweep
gossipings,rare_ish,embarkations sweep
gravitations,rare_ish,embarkations sweep
hailings,common_ish,embarkations sweep
hushings,uncommon,embarkations sweep
icelands,forbidden,embarkations sweep
impressionisms,rare,embarkations sweep
inhalings,common,embarkations sweep
lapsings,common,embarkations sweep
lurkings,common,embarkations sweep
manzanitas,common,embarkations sweep
meniscuses,uncommon,embarkations sweep
milkings,common,embarkations sweep
panopticons,uncommon,embarkations sweep
perseverances,uncommon,embarkations sweep
pianofortes,uncommon,embarkations sweep
prayings,uncommon,embarkations sweep
rectitudes,forbidden,embarkations sweep
ruinations,forbidden_ish,embarkations sweep
slaphappiest,rare,embarkations sweep
slushiest,common_ish,embarkations sweep
spinier,uncommon,embarkations sweep
stonewares,common_ish,embarkations sweep
strollings,rare_ish,embarkations sweep
subbings,forbidden_ish,embarkations sweep
tabbier,rare,embarkations sweep
taglined,rare,embarkations sweep
tinniest,common_ish,embarkations sweep
trices,common_ish,embarkations sweep
unsexes,rare,embarkations sweep
wordier,common,embarkations sweep
worsenings,uncommon,embarkations sweep
marseilles,common,common_words.txt | imported from common_words.txt
finesse,common,common_words.txt | imported from common_words.txt
peer-to-peer,common,common_words.txt | imported from common_words.txt
fakin',common,common_words.txt | imported from common_words.txt
takin',common,common_words.txt | imported from common_words.txt
achin',common,common_words.txt | imported from common_words.txt
winnin',common,common_words.txt | imported from common_words.txt
poopin',common,common_words.txt | imported from common_words.txt
scoopin',common,common_words.txt | imported from common_words.txt
desert,common,common_words.txt | imported from common_words.txt
cc,common,common_words.txt | imported from common_words.txt
ccs,common,common_words.txt | imported from common_words.txt
ok,rare,rare_words.txt | imported from rare_words.txt
harl,rare,rare_words.txt | imported from rare_words.txt
oi,rare,rare_words.txt | imported from rare_words.txt
platens,rare,rare_words.txt | imported from rare_words.txt
ablur,rare,rare_words.txt | imported from rare_words.txt
